,Address,Price,Stats,Link
242,"3317 WARNER RD, Richmond, VA 23225","        $350,000      "," 3 Beds 2 Baths 1,359 Sq Ft ",https://www.remax.com//va/richmond/home-details/3317-warner-rd-richmond-va-23225/4012774292496339191/M00000643/2301127
243,"3915 OLD BROOK RD, Richmond, VA 23227","        $149,900      "," 3 Beds 2 Baths 1,248 Sq Ft ",https://www.remax.com//va/richmond/home-details/3915-old-brook-rd-richmond-va-23227/8476710263553231462/M00000643/2301363
244,"525 N 21ST ST, Richmond, VA 23223","        $399,950      "," 2 Beds 3 Baths 1,340 Sq Ft ",https://www.remax.com//va/richmond/home-details/525-n-21st-st-richmond-va-23223/6178079916253359191/M00000643/2301613
245,"4902 W FRANKLIN ST, Richmond, VA 23226","        $525,000      "," 4 Beds 2 Baths 1,841 Sq Ft ",https://www.remax.com//va/richmond/home-details/4902-w-franklin-st-richmond-va-23226/7936002350322493727/M00000643/2301671
246,"1401 N 30TH ST, Richmond, VA 23223","        $565,000      "," 4 Beds 4 Baths 2,400 Sq Ft ",https://www.remax.com//va/richmond/home-details/1401-n-30th-st-richmond-va-23223/48664988388171252/M00000643/2301959
247,"2119 BROAD ROCK BLVD, Richmond, VA 23224","        $239,000      "," 2 Beds 1 Baths 1,582 Sq Ft ",https://www.remax.com//va/richmond/home-details/2119-broad-rock-blvd-richmond-va-23224/4469836471393750355/M00000643/2301978
248,"1005 FOREST VIEW DR, Richmond, VA 23225","        $324,878      "," 3 Beds 2 Baths 1,304 Sq Ft ",https://www.remax.com//va/richmond/home-details/1005-forest-view-dr-richmond-va-23225/2337116796664290656/M00000643/2302003
249,"5802 DWYER ST, Richmond, VA 23231","        $349,950      "," 3 Beds 1 Baths 1,242 Sq Ft ",https://www.remax.com//va/richmond/home-details/5802-dwyer-st-richmond-va-23231/422343270859086858/M00000643/2302023
250,"3306 TUXEDO BLVD, Richmond, VA 23223","        $210,000      ", 3 Beds 2 Baths 983 Sq Ft ,https://www.remax.com//va/richmond/home-details/3306-tuxedo-blvd-richmond-va-23223/5998052009596919031/M00000643/2302032
251,"302 N ROWLAND ST, Richmond, VA 23220","        $750,000      "," — Beds — Baths 3,758 Sq Ft ",https://www.remax.com//va/richmond/home-details/302-n-rowland-st-richmond-va-23220/13327413732003165102/M00000643/2302035
252,"3700 BATHGATE RD, Richmond, VA 23234","        $274,950      "," 4 Beds 2 Baths 2,086 Sq Ft ",https://www.remax.com//va/richmond/home-details/3700-bathgate-rd-richmond-va-23234/14580792429694609764/M00000643/2302062
253,"2121 PHAUP ST, Richmond, VA 23223","        $392,000      "," — Beds — Baths 2,614 Sq Ft ",https://www.remax.com//va/richmond/home-details/2121-phaup-st-richmond-va-23223/13528562236866759039/M00000643/2302064
254,"3117, Richmond, VA 23222","        $350,000      "," 2 Beds 2 Baths 1,240 Sq Ft ",https://www.remax.com//va/richmond/home-details/3117-3119-napoleon-street-richmond-va-23222/3825203999384042566/M00000643/2302118
255,"3 E MAIN ST # 13, Richmond, VA 23219","        $839,900      "," 3 Beds 3 Baths 2,350 Sq Ft ",https://www.remax.com//va/richmond/home-details/3-e-main-st-13-richmond-va-23219/18216604275387091705/M00000643/2301800
256,"2615 W MAIN ST, Richmond, VA 23220","        $675,000      "," 4 Beds 3 Baths 2,110 Sq Ft ",https://www.remax.com//va/richmond/home-details/2615-w-main-st-richmond-va-23220/7842719248993132162/M00000643/2301838
257,"3913 WYTHE AVE, Richmond, VA 23221","        $629,990      "," 4 Beds 2 Baths 1,535 Sq Ft ",https://www.remax.com//va/richmond/home-details/3913-wythe-ave-richmond-va-23221/17444502727067009763/M00000643/2301840
258,"1037 N LOMBARDY ST # A, Richmond, VA 23220","        $399,328      "," 2 Beds 3 Baths 1,574 Sq Ft ",https://www.remax.com//va/richmond/home-details/1037-n-lombardy-st-a-richmond-va-23220/6450265923414571166/M00000643/2301883
259,"1029 N LOMBARDY ST # A, Richmond, VA 23220","        $389,990      "," 2 Beds 3 Baths 1,574 Sq Ft ",https://www.remax.com//va/richmond/home-details/1029-n-lombardy-st-a-richmond-va-23220/8472706276133323599/M00000643/2301886
260,"5306 SALEM ST, Richmond, VA 23231","        $227,500      "," 3 Beds 2 Baths 1,008 Sq Ft ",https://www.remax.com//va/richmond/home-details/5306-salem-st-richmond-va-23231/9411506541096312918/M00000643/2301887
261,"3408 W FRANKLIN ST # B, Richmond, VA 23221","        $549,900      "," 3 Beds 3 Baths 1,775 Sq Ft ",https://www.remax.com//va/richmond/home-details/3408-w-franklin-st-b-richmond-va-23221/9463477697432171166/M00000643/2301927
262,"1700 SIZER RD, Henrico, VA 23222","        $224,950      "," 3 Beds 1 Baths 1,040 Sq Ft ",https://www.remax.com//va/richmond/home-details/1700-sizer-rd-richmond-va-23222/16881065241898458660/M00000643/2301930
263,"2710 KENBURY RD, Richmond, VA 23225","        $560,000      "," 4 Beds 3 Baths 3,722 Sq Ft ",https://www.remax.com//va/richmond/home-details/2710-kenbury-rd-richmond-va-23225/7782022432050060828/M00000643/2301931
264,"1742 CATALINA DR, Richmond, VA 23224","        $235,000      "," 3 Beds 2 Baths 1,009 Sq Ft ",https://www.remax.com//va/richmond/home-details/1742-catalina-dr-richmond-va-23224/8709225192087095158/M00000643/2301960
265,"6311 THREE CHOPT RD, Richmond, VA 23226","        $3,950,000      "," 7 Beds 7 Baths 7,460 Sq Ft ",https://www.remax.com//va/richmond/home-details/6311-three-chopt-rd-richmond-va-23226/11469755903200924596/M00000858/2300197
266,"2806 FLOYD AVE, Richmond, VA 23221","        $674,000      "," 3 Beds 3 Baths 1,932 Sq Ft ",https://www.remax.com//va/richmond/home-details/2806-floyd-ave-richmond-va-23221/2422425950786947292/M00000643/2301359
267,"3218 DETROIT AVE, Richmond, VA 23222","        $289,000      "," 3 Beds 4 Baths 1,779 Sq Ft ",https://www.remax.com//va/richmond/home-details/3218-detroit-ave-richmond-va-23222/3931260257984154934/M00000643/2301470
268,"7404 WESTFIELD RD, Henrico, VA 23226","        $265,000      "," 4 Beds 2 Baths 1,296 Sq Ft ",https://www.remax.com//va/richmond/home-details/7404-westfield-rd-richmond-va-23226/10217662338404706327/M00000643/2301691
269,"6311 THREE CHOPT RD, Richmond, VA 23226","        $3,950,000      "," 7 Beds 7 Baths 7,460 Sq Ft ",https://www.remax.com//va/richmond/home-details/6311-three-chopt-rd-richmond-va-23226/11469755903200924596/M00000643/2301715
270,"3447 BLITHEWOOD DR, Richmond, VA 23225","        $467,000      "," 4 Beds 3 Baths 2,100 Sq Ft ",https://www.remax.com//va/richmond/home-details/3447-blithewood-dr-richmond-va-23225/13267832713160139725/M00000643/2301773
271,"1204 N 37TH ST, Richmond, VA 23223","        $449,000      "," 3 Beds 3 Baths 1,972 Sq Ft ",https://www.remax.com//va/richmond/home-details/1204-n-37th-st-richmond-va-23223/2504544590505782650/M00000643/2301775
272,"1901 YEADON RD, Henrico, VA 23222","        $389,000      "," 4 Beds 3 Baths 1,640 Sq Ft ",https://www.remax.com//va/richmond/home-details/1901-yeadon-rd-richmond-va-23222/11687844857518097902/M00000643/2301809
273,"1423 OAKWOOD AVE, Richmond, VA 23223","        $399,900      "," 4 Beds 3 Baths 1,774 Sq Ft ",https://www.remax.com//va/richmond/home-details/1423-oakwood-ave-richmond-va-23223/9919517668859295142/M00000643/2301857
274,"3209 CAROLINA AVE, Richmond, VA 23222","        $289,950      "," 4 Beds 2 Baths 1,670 Sq Ft ",https://www.remax.com//va/richmond/home-details/3209-carolina-ave-richmond-va-23222/18432126889010095132/M00000643/2300774
275,"2313 W GRACE ST, Richmond, VA 23220","        $985,000      "," — Beds — Baths 3,304 Sq Ft ",https://www.remax.com//va/richmond/home-details/2313-w-grace-st-richmond-va-23220/4647096220826685954/M00000643/2300954
276,"5100 MONUMENT AVE UNIT 614, Henrico, VA 23230","        $265,000      "," 2 Beds 2 Baths 1,295 Sq Ft ",https://www.remax.com//va/richmond/home-details/5100-monument-ave-unit-614-richmond-va-23230/14232290861721495938/M00000643/2301425
277,"401 N HAMILTON ST # UI, Richmond, VA 23221","        $285,000      ", 2 Beds 2 Baths 828 Sq Ft ,https://www.remax.com//va/richmond/home-details/401-n-hamilton-st-ui-richmond-va-23221/956017106977466228/M00000643/2301610
278,"6281 WARWICK RD, Richmond, VA 23225","        $315,000      "," 3 Beds 3 Baths 1,860 Sq Ft ",https://www.remax.com//va/richmond/home-details/6281-warwick-rd-richmond-va-23225/5963021919168694003/M00000643/2301708
279,"6261 WARWICK RD, Richmond, VA 23225","        $315,000      "," 3 Beds 3 Baths 1,850 Sq Ft ",https://www.remax.com//va/richmond/home-details/6261-warwick-rd-richmond-va-23225/15502274689057918957/M00000643/2301712
280,"1510 LABURNUM PARK BLVD, Richmond, VA 23227","        $599,900      "," 3 Beds 3 Baths 1,912 Sq Ft ",https://www.remax.com//va/richmond/home-details/1510-laburnum-park-blvd-richmond-va-23227/3699712628856522103/M00000643/2301735
281,"2908 LAWSON ST, Richmond, VA 23224","        $315,000      "," 3 Beds 3 Baths 1,710 Sq Ft ",https://www.remax.com//va/richmond/home-details/2908-lawson-st-richmond-va-23224/14122512205295263401/M00000643/2301766
282,"1732 PARKWOOD AVE, Richmond, VA 23220","        $545,000      "," 4 Beds 4 Baths 2,851 Sq Ft ",https://www.remax.com//va/richmond/home-details/1732-parkwood-ave-richmond-va-23220/12267738301862426573/M00000643/2301768
283,"3607 MOSS SIDE AVE, Richmond, VA 23222","        $365,000      "," 4 Beds 2 Baths 1,767 Sq Ft ",https://www.remax.com//va/richmond/home-details/3607-moss-side-ave-richmond-va-23222/15081071546182436560/M00000643/2301799
284,"8301 SPRING MEADOW RD, Richmond, VA 23235","        $600,000      "," 4 Beds 4 Baths 2,736 Sq Ft ",https://www.remax.com//va/north-chesterfield/home-details/8301-spring-meadow-rd-north-chesterfield-va-23235/2656277542001841173/M00000643/2300981
285,"3121 4TH AVE, Richmond, VA 23222","        $340,000      "," 4 Beds 3 Baths 1,507 Sq Ft ",https://www.remax.com//va/richmond/home-details/3121-4th-ave-richmond-va-23222/5960918007865473812/M00000643/2301582
286,"1117 N 20TH ST, Richmond, VA 23223","        $325,000      "," 3 Beds 2 Baths 1,806 Sq Ft ",https://www.remax.com//va/richmond/home-details/1117-n-20th-st-richmond-va-23223/2938575950678272245/M00000643/2301587
287,"2956 HATHAWAY RD # U207, Richmond, VA 23225","        $315,000      "," 2 Beds 2 Baths 1,423 Sq Ft ",https://www.remax.com//va/richmond/home-details/2956-hathaway-rd-u207-richmond-va-23225/11685473072384138943/M00000643/2301629
288,"2102 EWARDS AVENUE, Richmond, VA 23224","        $365,000      "," 4 Beds 3 Baths 1,798 Sq Ft ",https://www.remax.com//va/richmond/home-details/2102-ewards-avenue-richmond-va-23224/9208809625904230578/M00000643/2301727
289,"2104 EDWARDS AVE, Richmond, VA 23224","        $365,000      "," 4 Beds 3 Baths 1,798 Sq Ft ",https://www.remax.com//va/richmond/home-details/2104-edwards-ave-richmond-va-23224/14096643522555452266/M00000643/2301733
290,"1100 WEST AVE, Richmond, VA 23220","        $895,000      "," 4 Beds 4 Baths 3,218 Sq Ft ",https://www.remax.com//va/richmond/home-details/1100-west-ave-richmond-va-23220/14795914776896950196/M00000643/2301328
291,"2515 COURTLAND ST, Richmond, VA 23234","        $290,000      "," 3 Beds 3 Baths 1,400 Sq Ft ",https://www.remax.com//va/richmond/home-details/2515-courtland-st-richmond-va-23234/17489168511268752088/M00000643/2301555
292,"4011 FAUQUIER AVE, Richmond, VA 23227","        $475,000      "," 3 Beds 2 Baths 1,956 Sq Ft ",https://www.remax.com//va/richmond/home-details/4011-fauquier-ave-richmond-va-23227/1846992660859659118/M00000643/2301652
293,"3402 MONTROSE AVE, Richmond, VA 23222","        $375,000      "," 3 Beds 3 Baths 1,768 Sq Ft ",https://www.remax.com//va/richmond/home-details/3402-montrose-ave-richmond-va-23222/3300642183543518743/M00000643/2301660
294,"9523 REAMS RD, Richmond, VA 23236","        $325,000      "," 3 Beds 2 Baths 1,797 Sq Ft ",https://www.remax.com//va/north-chesterfield/home-details/9523-reams-rd-north-chesterfield-va-23236/17084037261905487913/M00000643/2301521
295,"5001 FERNBROOK TER, Richmond, VA 23224","        $299,999      "," 4 Beds 3 Baths 1,922 Sq Ft ",https://www.remax.com//va/richmond/home-details/5001-fernbrook-ter-richmond-va-23224/16042833727890290524/M00000643/2301542
296,"725 W CLAY ST, Richmond, VA 23220","        $274,500      "," 3 Beds 2 Baths 1,634 Sq Ft ",https://www.remax.com//va/richmond/home-details/725-w-clay-st-richmond-va-23220/4245231631902967994/M00000643/2301561
297,"5817 KENSINGTON AVE, Richmond, VA 23226","        $469,000      "," 3 Beds 2 Baths 1,420 Sq Ft ",https://www.remax.com//va/richmond/home-details/5817-kensington-ave-richmond-va-23226/17493333259752093502/M00000643/2301091
298,"5566 WESTOWER DR, Richmond, VA 23225","        $339,950      "," 3 Beds 3 Baths 1,632 Sq Ft ",https://www.remax.com//va/richmond/home-details/5566-westower-dr-richmond-va-23225/18405020863011501254/M00000643/2301337
299,"306 N 26TH ST # U120, Richmond, VA 23223","        $338,800      "," 2 Beds 1 Baths 1,238 Sq Ft ",https://www.remax.com//va/richmond/home-details/306-n-26th-st-u120-richmond-va-23223/11447115165656869056/M00000643/2301391
300,"2007 FAIRFAX AVE, Richmond, VA 23224","        $349,950      "," 3 Beds 3 Baths 1,721 Sq Ft ",https://www.remax.com//va/richmond/home-details/2007-fairfax-ave-richmond-va-23224/851044741130854295/M00000643/2301401
301,"622 IDLEWOOD AVE, Richmond, VA 23220","        $579,900      "," — Beds — Baths 2,152 Sq Ft ",https://www.remax.com//va/richmond/home-details/622-idlewood-ave-richmond-va-23220/8286750654935331310/M00000643/2301452
302,"4100 GRANTLAKE RD, Richmond, VA 23234","        $18,000      ",   0.30  Acres,https://www.remax.com//va/richmond/home-details/4100-grantlake-rd-richmond-va-23234/1724781310151687280/M00000643/2301495
303,"2720 CLIFTON AVE, Richmond, VA 23222","        $184,500      ", 3 Beds 1 Baths 864 Sq Ft ,https://www.remax.com//va/richmond/home-details/2720-clifton-ave-richmond-va-23222/4417259843211079843/M00000643/2301507
304,"1800 RUFFIN RD, Richmond, VA 23234","        $200,000      ", 2 Beds 1 Baths 672 Sq Ft ,https://www.remax.com//va/richmond/home-details/1800-ruffin-rd-richmond-va-23234/14608012605476223533/M00000643/2301510
305,"2306 IDLEWOOD AVE, Richmond, VA 23220","        $499,950      "," 3 Beds 2 Baths 1,800 Sq Ft ",https://www.remax.com//va/richmond/home-details/2306-idlewood-ave-richmond-va-23220/3420331380153890643/M00000643/2301533
306,"1400 HUNTLAND RD, Richmond, VA 23225","        $319,950      "," 3 Beds 2 Baths 1,403 Sq Ft ",https://www.remax.com//va/richmond/home-details/1400-huntland-rd-richmond-va-23225/6643337161004035213/M00000643/2301014
307,"3604 ENSLOW AVE, Richmond, VA 23222","        $569,500      "," 4 Beds 4 Baths 2,826 Sq Ft ",https://www.remax.com//va/richmond/home-details/3604-enslow-ave-richmond-va-23222/5384262745994841734/M00000643/2301169
308,"1902 HILLCREST CIR, Richmond, VA 23225","        $99,950      ",   0.21  Acres,https://www.remax.com//va/richmond/home-details/1902-hillcrest-cir-richmond-va-23225/6203701298606724328/M00000643/2301239
309,"301 VIRGINIA ST # U801, Richmond, VA 23219","        $565,000      "," 2 Beds 2 Baths 1,300 Sq Ft ",https://www.remax.com//va/richmond/home-details/301-virginia-st-u801-richmond-va-23219/9546744968868239725/M00000643/2301243
310,"2212 NORTHUMBERLAND AVE, Richmond, VA 23220","        $204,000      "," 2 Beds 1 Baths 1,169 Sq Ft ",https://www.remax.com//va/richmond/home-details/2212-northumberland-ave-richmond-va-23220/2797019833297008777/M00000643/2301327
311,"3303 DETROIT AVE, Richmond, VA 23222","        $178,000      ", 2 Beds 2 Baths 903 Sq Ft ,https://www.remax.com//va/richmond/home-details/3303-detroit-ave-richmond-va-23222/16766805035929142423/M00000643/2301382
312,"1101 HAXALL POINT # U915, Richmond, VA 23219","        $525,000      "," 2 Beds 2 Baths 1,243 Sq Ft ",https://www.remax.com//va/richmond/home-details/1101-haxall-point-u915-richmond-va-23219/1966405338452418986/M00000643/2301404
313,"4704 GROVE AVE, Richmond, VA 23226","        $250,000      ",   0.07  Acres,https://www.remax.com//va/richmond/home-details/4704-grove-ave-richmond-va-23226/2269889137821370361/M00000643/2301416
314,"4200 CRESTWOOD RD, Richmond, VA 23227","        $589,900      "," 4 Beds 3 Baths 2,376 Sq Ft ",https://www.remax.com//va/richmond/home-details/4200-crestwood-rd-richmond-va-23227/13289166294709663130/M00000643/2301421
315,"3009 LIBBY TER, Richmond, VA 23223","        $1,200,000      "," 4 Beds 3 Baths 3,178 Sq Ft ",https://www.remax.com//va/richmond/home-details/3009-libby-ter-richmond-va-23223/3756672337367313921/M00000643/2301422
316,"1414 CARTER ST, Richmond, VA 23220","        $319,900      ", 3 Beds 1 Baths 999 Sq Ft ,https://www.remax.com//va/richmond/home-details/1414-carter-st-richmond-va-23220/2501222030849967655/M00000643/2301460
317,"1705 N 19TH ST, Richmond, VA 23223","        $199,500      ", 2 Beds 1 Baths 786 Sq Ft ,https://www.remax.com//va/richmond/home-details/1705-n-19th-st-richmond-va-23223/4667997034719845450/M00000643/2232934
318,"112 E 36TH ST, Richmond, VA 23224","        $339,000      "," 3 Beds 3 Baths 2,054 Sq Ft ",https://www.remax.com//va/richmond/home-details/112-e-36th-st-richmond-va-23224/919502864861896356/M00000643/2300788
319,"417 N 31ST ST, Richmond, VA 23223","        $699,950      "," 4 Beds 3 Baths 2,590 Sq Ft ",https://www.remax.com//va/richmond/home-details/417-n-31st-st-richmond-va-23223/9958599503366730588/M00000643/2301131
320,"3910 CORBIN ST, Richmond, VA 23222","        $35,000      ",   0.16  Acres,https://www.remax.com//va/richmond/home-details/3910-corbin-st-richmond-va-23222/16459410563240679510/M00000643/2301226
321,"1121 N LOMBARDY ST # A, Richmond, VA 23220","        $394,590      "," 3 Beds 3 Baths 1,574 Sq Ft ",https://www.remax.com//va/richmond/home-details/1121-n-lombardy-st-a-richmond-va-23220/11281202877227513058/M00000643/2301237
322,"6902 VANDERBILT AVE, Henrico, VA 23226","        $411,800      "," 4 Beds 3 Baths 1,760 Sq Ft ",https://www.remax.com//va/richmond/home-details/6902-vanderbilt-ave-richmond-va-23226/16938506376582197521/M00000643/2301248
323,"3514 E RICHMOND RD # U9, Richmond, VA 23223","        $105,000      ", 2 Beds 1 Baths 780 Sq Ft ,https://www.remax.com//va/richmond/home-details/3514-e-richmond-rd-u9-richmond-va-23223/15594802707588391198/M00000643/2301276
324,"3514 E RICHMOND RD # U8, Richmond, VA 23223","        $105,000      ", 2 Beds 1 Baths 780 Sq Ft ,https://www.remax.com//va/richmond/home-details/3514-e-richmond-rd-u8-richmond-va-23223/13586321783046564771/M00000643/2301283
325,"3514 E RICHMOND RD # U10, Richmond, VA 23223","        $105,000      ", 2 Beds 1 Baths 780 Sq Ft ,https://www.remax.com//va/richmond/home-details/3514-e-richmond-rd-u10-richmond-va-23223/16280090787147845028/M00000643/2301294
326,"3530 E RICHMOND RD # U21, Richmond, VA 23223","        $105,000      ", 2 Beds 1 Baths 780 Sq Ft ,https://www.remax.com//va/richmond/home-details/3530-e-richmond-rd-u21-richmond-va-23223/106190011441772254/M00000643/2301299
327,"220 E 14TH ST, Richmond, VA 23224","        $259,000      "," 3 Beds 2 Baths 1,134 Sq Ft ",https://www.remax.com//va/richmond/home-details/220-e-14th-st-richmond-va-23224/2749794421137283212/M00000643/2301310
328,"3314 GLOUCESTER RD, Richmond, VA 23227","        $650,000      "," 4 Beds 3 Baths 2,381 Sq Ft ",https://www.remax.com//va/richmond/home-details/3314-gloucester-rd-richmond-va-23227/2894226265389763422/M00000643/2301318
329,"1714 N 21ST ST, Richmond, VA 23223","        $325,000      "," 3 Beds 3 Baths 1,453 Sq Ft ",https://www.remax.com//va/richmond/home-details/1714-n-21st-st-richmond-va-23223/13523561108303403168/M00000643/2301109
330,"2322 HERBERT HAMLET ALY # U3, Richmond, VA 23220","        $175,000      ", 1 Beds 1 Baths 500 Sq Ft ,https://www.remax.com//va/richmond/home-details/2322-herbert-hamlet-aly-u3-richmond-va-23220/10639088565692239205/M00000643/2301172
331,"116 W LEIGH ST, Richmond, VA 23220","        $433,000      "," 4 Beds 4 Baths 3,174 Sq Ft ",https://www.remax.com//va/richmond/home-details/116-w-leigh-st-richmond-va-23220/3291581565752502030/M00000643/2301179
332,"5806 INDIGO RD, Richmond, VA 23230","        $329,950      "," 4 Beds 2 Baths 1,560 Sq Ft ",https://www.remax.com//va/richmond/home-details/5806-indigo-rd-richmond-va-23230/2044069238788688139/M00000643/2301218
333,"808 GERMAN SCHOOL RD, Richmond, VA 23225","        $275,000      "," 3 Beds 1 Baths 1,032 Sq Ft ",https://www.remax.com//va/richmond/home-details/808-german-school-rd-richmond-va-23225/6183772701801475128/M00000643/2301224
334,"2103 3RD AVE, Richmond, VA 23222","        $359,500      "," 3 Beds 3 Baths 1,530 Sq Ft ",https://www.remax.com//va/richmond/home-details/2103-3rd-ave-richmond-va-23222/6812645909716869574/M00000643/2301229
335,"2807 WESTGATE DR, Richmond, VA 23235","        $424,950      "," 3 Beds 3 Baths 2,439 Sq Ft ",https://www.remax.com//va/richmond/home-details/2807-westgate-dr-richmond-va-23235/9880304618628293918/M00000643/2301263
336,"2325 VENABLE ST, Richmond, VA 23223","        $550,000      "," 3 Beds 3 Baths 2,090 Sq Ft ",https://www.remax.com//va/richmond/home-details/2325-venable-st-richmond-va-23223/11899245946641010362/M00000643/2301278
337,"3708 MCRAND ST, Richmond, VA 23224","        $265,000      "," 3 Beds 2 Baths 1,575 Sq Ft ",https://www.remax.com//va/richmond/home-details/3708-mcrand-st-richmond-va-23224/10451710761696914603/M00000643/2301282
338,"4807 W FRANKLIN ST, Richmond, VA 23226","        $650,000      "," 3 Beds 3 Baths 2,545 Sq Ft ",https://www.remax.com//va/richmond/home-details/4807-w-franklin-st-richmond-va-23226/3975679425669164987/M00000643/2232895
339,"2115 E MARSHALL ST, Richmond, VA 23223","        $599,950      "," — Beds — Baths 2,958 Sq Ft ",https://www.remax.com//va/richmond/home-details/2115-e-marshall-st-richmond-va-23223/15402989342459834045/M00000643/2300178
340,"6161 RIVER RD APT 55, Henrico, VA 23226","        $395,000      "," 2 Beds 3 Baths 1,710 Sq Ft ",https://www.remax.com//va/richmond/home-details/6161-river-rd-apt-55-richmond-va-23226/10542833183424884559/M00000643/2301081
341,"3365 DILL AVE, Richmond, VA 23222","        $105,999      "," 3 Beds 1 Baths 1,056 Sq Ft ",https://www.remax.com//va/richmond/home-details/3365-dill-ave-richmond-va-23222/18264078286188034335/M00000643/2301122
342,"4307 DELOAK AVE, Richmond, VA 23224","        $25,000      ",   0.89  Acres,https://www.remax.com//va/richmond/home-details/4307-deloak-ave-richmond-va-23224/9818609923729329269/M00000643/2301128
343,"4706 HANOVER AVE, Richmond, VA 23226","        $1,192,000      "," 5 Beds 5 Baths 3,406 Sq Ft ",https://www.remax.com//va/richmond/home-details/4706-hanover-ave-richmond-va-23226/2944989145011605493/M00000643/2301016
344,"4503 MAVERICK AVE, Richmond, VA 23231","        $199,900      ", 4 Beds 1 Baths 987 Sq Ft ,https://www.remax.com//va/richmond/home-details/4503-maverick-ave-richmond-va-23231/1054512498884757707/M00000643/2301039
345,"1413 KINGSWOOD ST, Richmond, VA 23224","        $219,900      "," 3 Beds 1 Baths 1,040 Sq Ft ",https://www.remax.com//va/richmond/home-details/1413-kingswood-st-richmond-va-23224/16518431636643577316/M00000643/2301041
346,"704 S PINE ST # 704, Richmond, VA 23220","        $378,000      "," 2 Beds 3 Baths 1,340 Sq Ft ",https://www.remax.com//va/richmond/home-details/704-s-pine-st-704-richmond-va-23220/149462630686545241/M00000643/2301058
347,"6003 HAMPSTEAD AVE, Richmond, VA 23226","        $279,000      ", 2 Beds 3 Baths 922 Sq Ft ,https://www.remax.com//va/richmond/home-details/6003-hampstead-ave-richmond-va-23226/1470469265651908813/M00000643/2301221
348,"708 CHEATWOOD AVE, Richmond, VA 23222","        $352,989      "," 3 Beds 3 Baths 1,728 Sq Ft ",https://www.remax.com//va/richmond/home-details/708-cheatwood-ave-richmond-va-23222/7850521636606874104/M00000643/2301003
349,"2304 4TH AVE, Richmond, VA 23222","        $299,990      "," 3 Beds 2 Baths 1,624 Sq Ft ",https://www.remax.com//va/richmond/home-details/2304-4th-ave-richmond-va-23222/8530583451453405698/M00000643/2301017
350,"5025 BRYCE LN, Richmond, VA 23224","        $45,000      ", 2 Beds 1 Baths 648 Sq Ft ,https://www.remax.com//va/richmond/home-details/5025-bryce-ln-richmond-va-23224/11441699607776811004/M00000643/2300830
351,"5218 SNEAD RD, Richmond, VA 23224","        $249,000      "," 4 Beds 2 Baths 1,371 Sq Ft ",https://www.remax.com//va/richmond/home-details/5218-snead-rd-richmond-va-23224/15504914975321610324/M00000643/2300858
352,"3007 3RD AVE, Richmond, VA 23222","        $324,950      "," 3 Beds 3 Baths 2,036 Sq Ft ",https://www.remax.com//va/richmond/home-details/3007-3rd-ave-richmond-va-23222/16690027569623392856/M00000643/2300935
353,"3702 MCRAND ST, Richmond, VA 23224","        $189,900      "," 3 Beds 2 Baths 1,417 Sq Ft ",https://www.remax.com//va/richmond/home-details/3702-mcrand-st-richmond-va-23224/8332516117945887217/M00000643/2300937
354,"3938 GROVE POINT DR, Richmond, VA 23223","        $289,950      "," 3 Beds 4 Baths 1,920 Sq Ft ",https://www.remax.com//va/richmond/home-details/3938-grove-point-dr-richmond-va-23223/4488504392540755580/M00000643/2300946
355,"1451 OVERBROOK RD # A4, Richmond, VA 23220","        $600,680      "," 3 Beds 3 Baths 2,534 Sq Ft ",https://www.remax.com//va/richmond/home-details/1451-overbrook-rd-a4-richmond-va-23220/7122695757391571000/M00000643/2300964
356,"1467 OVERBROOK RD # A12, Richmond, VA 23220","        $603,570      "," 3 Beds 3 Baths 2,516 Sq Ft ",https://www.remax.com//va/richmond/home-details/1467-overbrook-rd-a12-richmond-va-23220/17092873169239039712/M00000643/2300966
357,"2004 GROVE AVE, Richmond, VA 23220","        $678,500      "," 2 Beds 3 Baths 3,361 Sq Ft ",https://www.remax.com//va/richmond/home-details/2004-grove-ave-richmond-va-23220/2713825468893923750/M00000643/2300226
358,"501 W 24TH ST, Richmond, VA 23225","        $339,500      "," 2 Beds 1 Baths 1,176 Sq Ft ",https://www.remax.com//va/richmond/home-details/501-w-24th-st-richmond-va-23225/10582182287058147034/M00000643/2300817
359,"627 N 33RD ST, Richmond, VA 23223","        $299,950      "," 3 Beds 2 Baths 1,554 Sq Ft ",https://www.remax.com//va/richmond/home-details/627-n-33rd-st-richmond-va-23223/12771952612990507444/M00000643/2300822
360,"1417 WILLIAMSBURG RD, Richmond, VA 23231","        $199,950      "," 2 Beds 2 Baths 1,064 Sq Ft ",https://www.remax.com//va/richmond/home-details/1417-williamsburg-rd-richmond-va-23231/901705621253114132/M00000643/2300831
361,"4411 STONEWALL AVE, Richmond, VA 23225","        $150,000      ", 2 Beds 1 Baths 934 Sq Ft ,https://www.remax.com//va/richmond/home-details/4411-stonewall-ave-richmond-va-23225/15198385831565140895/M00000643/2300983
362,"3007 FENDALL AVE, RICHMOND, VA 23222","        $370,000      "," 3 Beds 3 Baths 1,500 Sq Ft ",https://www.remax.com//va/richmond/home-details/3007-fendall-ave-richmond-va-23222/18390567186377400555/M00000309/VARC2000284
363,"8016 BURRUNDIE DR, Richmond, VA 23225","        $349,950      "," 3 Beds 2 Baths 1,632 Sq Ft ",https://www.remax.com//va/richmond/home-details/8016-burrundie-dr-richmond-va-23225/10532590486510989219/M00000643/2221937
