,Address,Price,Stats,Link
121,"2114 VENABLE ST, Richmond, VA 23223","        $465,000      "," 4 Beds 4 Baths 2,012 Sq Ft ",https://www.remax.com//va/richmond/home-details/2114-venable-st-richmond-va-23223/14954032275021303596/M00000643/2303214
122,"4305 DOVER RD, Richmond, VA 23221","        $1,550,000      "," 4 Beds 5 Baths 4,595 Sq Ft ",https://www.remax.com//va/richmond/home-details/4305-dover-rd-richmond-va-23221/16284133843251970200/M00000643/2301388
123,"1812 MONUMENT AVE, Richmond, VA 23220","        $2,295,000      "," 4 Beds 7 Baths 5,916 Sq Ft ",https://www.remax.com//va/richmond/home-details/1812-monument-ave-richmond-va-23220/761223353201680146/M00000643/2302413
124,"1516 CARLISLE AVE, Richmond, VA 23231","        $369,950      "," 3 Beds 3 Baths 1,805 Sq Ft ",https://www.remax.com//va/richmond/home-details/1516-carlisle-ave-richmond-va-23231/11004514647019460819/M00000643/2302771
125,"7532 MARILEA RD, Richmond, VA 23225","        $529,000      "," 4 Beds 4 Baths 2,604 Sq Ft ",https://www.remax.com//va/richmond/home-details/7532-marilea-rd-richmond-va-23225/15510963848070541058/M00000643/2302907
126,"3625 HASTINGS DR, Richmond, VA 23235","        $675,000      "," 5 Beds 3 Baths 3,728 Sq Ft ",https://www.remax.com//va/richmond/home-details/3625-hastings-dr-richmond-va-23235/3859452542218661498/M00000643/2302998
127,"2418 3RD AVE, Richmond, VA 23222","        $144,900      "," 3 Beds 2 Baths 1,312 Sq Ft ",https://www.remax.com//va/richmond/home-details/2418-3rd-ave-richmond-va-23222/3877480418238224519/M00000643/2303014
128,"2810 KENSINGTON AVE # U4, Richmond, VA 23221","        $205,000      ", 1 Beds 1 Baths 732 Sq Ft ,https://www.remax.com//va/richmond/home-details/2810-kensington-ave-u4-richmond-va-23221/1066582521596187718/M00000643/2303082
129,"3329 KEICHTEE DR, Richmond, VA 23225","        $350,000      "," 3 Beds 2 Baths 1,860 Sq Ft ",https://www.remax.com//va/richmond/home-details/3329-keichtee-dr-richmond-va-23225/8296481968877116765/M00000643/2303085
130,"609 CRAIGIE AVE, Richmond, VA 23222","        $233,850      "," 4 Beds 1 Baths 1,269 Sq Ft ",https://www.remax.com//va/richmond/home-details/609-craigie-ave-richmond-va-23222/6949548831700902644/M00000643/2303103
131,"2218 E GRACE ST APT 104, Richmond, VA 23223","        $395,000      ", 1 Beds 2 Baths 848 Sq Ft ,https://www.remax.com//va/richmond/home-details/2218-e-grace-st-apt-104-richmond-va-23223/16398414036534123954/M00000643/2303108
132,"2218 E GRACE ST APT 103, Richmond, VA 23223","        $435,000      ", 2 Beds 2 Baths 949 Sq Ft ,https://www.remax.com//va/richmond/home-details/2218-e-grace-st-apt-103-richmond-va-23223/16113824990665956073/M00000643/2303124
133,"2416 3RD AVE, Richmond, VA 23222","        $64,900      ",   0.19  Acres,https://www.remax.com//va/richmond/home-details/2416-3rd-ave-richmond-va-23222/4234632506235636157/M00000643/2303152
134,"4112 BROMLEY LN, Richmond, VA 23221","        $725,000      "," 4 Beds 3 Baths 2,526 Sq Ft ",https://www.remax.com//va/richmond/home-details/4112-bromley-ln-richmond-va-23221/18114347425639763778/M00000643/2303198
135,"2004 VENABLE ST, Richmond, VA 23223","        $337,777      "," 3 Beds 3 Baths 1,278 Sq Ft ",https://www.remax.com//va/richmond/home-details/2004-venable-st-richmond-va-23223/1482176071600248014/M00000643/2303245
136,"3708 LAWSON ST, Richmond, VA 23224","        $189,900      "," 3 Beds 2 Baths 1,482 Sq Ft ",https://www.remax.com//va/richmond/home-details/3708-lawson-st-richmond-va-23224/13352561578810159612/M00000643/2302569
137,"4000 CUTSHAW AVE, Richmond, VA 23230","        $378,000      "," 3 Beds 1 Baths 1,215 Sq Ft ",https://www.remax.com//va/richmond/home-details/4000-cutshaw-ave-richmond-va-23230/5646476738372871033/M00000643/2302642
138,"3912 PEYTON AVE, Richmond, VA 23224","        $259,000      "," 3 Beds 2 Baths 1,182 Sq Ft ",https://www.remax.com//va/richmond/home-details/3912-peyton-ave-richmond-va-23224/3545341587042928749/M00000643/2302737
139,"1217 N 29TH ST, Richmond, VA 23223","        $299,950      "," 2 Beds 3 Baths 1,360 Sq Ft ",https://www.remax.com//va/richmond/home-details/1217-n-29th-st-richmond-va-23223/14931379471871232753/M00000643/2302928
140,"5100 MONUMENT AVE UNIT 306, Henrico, VA 23230","        $199,900      ", 1 Beds 1 Baths 880 Sq Ft ,https://www.remax.com//va/richmond/home-details/5100-monument-ave-unit-306-richmond-va-23230/17620105959698090750/M00000643/2302978
141,"2300 REDWOOD AVE, Richmond, VA 23223","        $149,000      "," 3 Beds 1 Baths 1,007 Sq Ft ",https://www.remax.com//va/richmond/home-details/2300-redwood-ave-richmond-va-23223/9148207634911284919/M00000643/2302990
142,"1118 N 36TH ST, Richmond, VA 23223","        $499,999      "," 4 Beds 3 Baths 2,238 Sq Ft ",https://www.remax.com//va/richmond/home-details/1118-n-36th-st-richmond-va-23223/12498079609275480973/M00000643/2302991
143,"301 VIRGINIA ST # U1405, Richmond, VA 23219","        $629,000      "," 2 Beds 2 Baths 1,361 Sq Ft ",https://www.remax.com//va/richmond/home-details/301-virginia-st-u1405-richmond-va-23219/8510477359981813046/M00000643/2303007
144,"1204 GARBER ST, Richmond, VA 23231","        $149,950      ", 2 Beds 1 Baths 672 Sq Ft ,https://www.remax.com//va/richmond/home-details/1204-garber-st-richmond-va-23231/14014094190191498222/M00000643/2303018
145,"3903 CARY STREET RD, Richmond, VA 23221","        $884,999      "," 5 Beds 4 Baths 2,820 Sq Ft ",https://www.remax.com//va/richmond/home-details/3903-cary-street-rd-richmond-va-23221/932576203213343589/M00000643/2303053
146,"3508 CAROLINA AVE, Richmond, VA 23222","        $219,900      "," 4 Beds 3 Baths 2,288 Sq Ft ",https://www.remax.com//va/richmond/home-details/3508-carolina-ave-richmond-va-23222/10896203920814401610/M00000643/2303070
147,"5400 DECKER RD, Richmond, VA 23225","        $279,000      "," 3 Beds 2 Baths 1,582 Sq Ft ",https://www.remax.com//va/richmond/home-details/5400-decker-rd-richmond-va-23225/14393516210159982111/M00000643/2303170
148,"3433 KEIGHLY RD, Richmond, VA 23234","        $100,000      "," 3 Beds 1 Baths 1,006 Sq Ft ",https://www.remax.com//va/richmond/home-details/3433-keighly-rd-richmond-va-23234/8695739168435017076/M00000643/2303259
149,"3003 ENSLOW AVE, RICHMOND, VA 23222","        $329,900      "," 3 Beds 3 Baths 1,650 Sq Ft ",https://www.remax.com//va/richmond/home-details/3003-enslow-ave-richmond-va-23222/15015273795507912357/M00000309/VARC2000304
150,"1308 GROVE AVE, Richmond, VA 23220","        $749,950      "," 4 Beds 3 Baths 2,618 Sq Ft ",https://www.remax.com//va/richmond/home-details/1308-grove-ave-richmond-va-23220/18423922109640521252/M00000643/2302136
151,"3904 W GRACE ST, Richmond, VA 23230","        $399,900      "," 3 Beds 1 Baths 1,032 Sq Ft ",https://www.remax.com//va/richmond/home-details/3904-w-grace-st-richmond-va-23230/6638936820577021772/M00000643/2302157
152,"416 PATRICK AVE, Richmond, VA 23222","        $289,900      "," 3 Beds 2 Baths 1,335 Sq Ft ",https://www.remax.com//va/richmond/home-details/416-patrick-ave-richmond-va-23222/14746205740499002510/M00000643/2302158
153,"306 N 26TH ST # U104, Richmond, VA 23223","        $375,000      "," 2 Beds 2 Baths 1,328 Sq Ft ",https://www.remax.com//va/richmond/home-details/306-n-26th-st-u104-richmond-va-23223/8588169740430372406/M00000643/2302440
154,"3703 MERIDIAN AVE, Richmond, VA 23234","        $199,950      "," 3 Beds 1 Baths 1,090 Sq Ft ",https://www.remax.com//va/richmond/home-details/3703-meridian-ave-richmond-va-23234/9810684790769462228/M00000643/2302668
155,"1625 W GRACE ST, Richmond, VA 23220","        $899,000      "," — Beds — Baths 3,502 Sq Ft ",https://www.remax.com//va/richmond/home-details/1625-w-grace-st-richmond-va-23220/2146718594412651475/M00000643/2302812
156,"3703 MIDLOTHIAN TPKE, Richmond, VA 23224","        $326,000      "," 3 Beds 2 Baths 1,287 Sq Ft ",https://www.remax.com//va/richmond/home-details/3703-midlothian-tpke-richmond-va-23224/2902183091176568811/M00000643/2302868
157,"1544 N LOMBARDY ST # A, Richmond, VA 23220","        $403,440      "," 3 Beds 3 Baths 1,574 Sq Ft ",https://www.remax.com//va/richmond/home-details/1544-n-lombardy-st-a-richmond-va-23220/7515673846368101205/M00000643/2302884
158,"812 VICKILEE CT, Richmond, VA 23236","        $290,000      "," 4 Beds 2 Baths 1,542 Sq Ft ",https://www.remax.com//va/north-chesterfield/home-details/812-vickilee-ct-north-chesterfield-va-23236/652040522725903350/M00000643/2302902
159,"6309 BLILEY RD, Richmond, VA 23225","        $275,000      "," 3 Beds 2 Baths 1,372 Sq Ft ",https://www.remax.com//va/richmond/home-details/6309-bliley-rd-richmond-va-23225/13577774095943374995/M00000643/2302942
160,"3103 LETCHER AVE, Richmond, VA 23222","        $275,000      "," 3 Beds 2 Baths 1,232 Sq Ft ",https://www.remax.com//va/richmond/home-details/3103-letcher-ave-richmond-va-23222/8405568458792631751/M00000643/2302660
161,"1600 MAURY ST, Richmond, VA 23224","        $299,000      "," 4 Beds 2 Baths 1,735 Sq Ft ",https://www.remax.com//va/richmond/home-details/1600-maury-st-richmond-va-23224/5890773801297915823/M00000643/2302663
162,"26 W LOCKE LN, Richmond, VA 23226","        $450,000      "," 2 Beds 3 Baths 1,216 Sq Ft ",https://www.remax.com//va/richmond/home-details/26-w-locke-ln-richmond-va-23226/12696748537328508998/M00000643/2302749
163,"3140 NEWINGTON CT, Richmond, VA 23224","        $205,000      "," 2 Beds 2 Baths 1,218 Sq Ft ",https://www.remax.com//va/north-chesterfield/home-details/3140-newington-ct-north-chesterfield-va-23224/6456940184018953555/M00000643/2302865
164,"3200 GRIFFIN AVE, Richmond, VA 23222","        $439,900      "," 4 Beds 3 Baths 1,982 Sq Ft ",https://www.remax.com//va/richmond/home-details/3200-griffin-ave-richmond-va-23222/1871807804320260013/M00000643/2302905
165,"4112 MONUMENT AVE, Richmond, VA 23230","        $850,000      "," 5 Beds 5 Baths 3,976 Sq Ft ",https://www.remax.com//va/richmond/home-details/4112-monument-ave-richmond-va-23230/693282908357456357/M00000643/2301475
166,"816 CIRCLEWOOD DR, Richmond, VA 23224","        $299,900      "," 3 Beds 2 Baths 1,373 Sq Ft ",https://www.remax.com//va/richmond/home-details/816-circlewood-dr-richmond-va-23224/7764829542773194451/M00000643/2302696
167,"817 ORCHARD RD, Richmond, VA 23226","        $395,000      "," 2 Beds 2 Baths 1,478 Sq Ft ",https://www.remax.com//va/richmond/home-details/817-orchard-rd-richmond-va-23226/15012086077514049788/M00000643/2302864
168,"1521 W LABURNUM AVE, Richmond, VA 23227","        $580,000      "," 4 Beds 3 Baths 2,338 Sq Ft ",https://www.remax.com//va/richmond/home-details/1521-w-laburnum-ave-richmond-va-23227/160164350666172712/M00000643/2302486
169,"29 E BLAKE LN, Richmond, VA 23224","        $219,950      "," 4 Beds 2 Baths 1,248 Sq Ft ",https://www.remax.com//va/richmond/home-details/29-e-blake-ln-richmond-va-23224/9503377895451820704/M00000643/2302644
170,"7664 GRANITE HALL AVE, Richmond, VA 23225","        $1,249,500      "," 4 Beds 3 Baths 2,830 Sq Ft ",https://www.remax.com//va/richmond/home-details/7664-granite-hall-ave-richmond-va-23225/11507087511483723340/M00000643/2302655
171,"3109 DILLYN CT, Henrico, VA 23222","        $285,000      "," 3 Beds 2 Baths 1,447 Sq Ft ",https://www.remax.com//va/richmond/home-details/3109-dillyn-ct-richmond-va-23222/9819502887200845221/M00000643/2302717
172,"2902 E CLAY ST, Richmond, VA 23223","        $575,000      "," — Beds — Baths 2,734 Sq Ft ",https://www.remax.com//va/richmond/home-details/2902-e-clay-st-richmond-va-23223/17810722805269207266/M00000643/2302813
173,"421 N 26TH ST, Richmond, VA 23223","        $399,900      "," 3 Beds 2 Baths 1,680 Sq Ft ",https://www.remax.com//va/richmond/home-details/421-n-26th-st-richmond-va-23223/13607480306982606916/M00000643/2302858
174,"3328 SHERBROOK RD, Richmond, VA 23235","        $425,000      "," 3 Beds 2 Baths 1,794 Sq Ft ",https://www.remax.com//va/richmond/home-details/3328-sherbrook-rd-richmond-va-23235/9013163892176083742/M00000643/2302517
175,"321 N 23RD ST, Richmond, VA 23223","        $775,000      "," 3 Beds 2 Baths 2,818 Sq Ft ",https://www.remax.com//va/richmond/home-details/321-n-23rd-st-richmond-va-23223/585392788042609722/M00000643/2302571
176,"2625 GENEVA DR, Richmond, VA 23224","        $305,000      "," 3 Beds 2 Baths 1,532 Sq Ft ",https://www.remax.com//va/richmond/home-details/2625-geneva-dr-richmond-va-23224/10992095835958112038/M00000643/2302609
177,"2217 4TH AVE, Richmond, VA 23222","        $349,900      "," 4 Beds 2 Baths 1,760 Sq Ft ",https://www.remax.com//va/richmond/home-details/2217-4th-ave-richmond-va-23222/15101415677478256503/M00000643/2302622
178,"2420 PERRY ST, Richmond, VA 23225","        $225,000      "," 2 Beds 2 Baths 1,440 Sq Ft ",https://www.remax.com//va/richmond/home-details/2420-perry-st-richmond-va-23225/5678055319428153041/M00000643/2302700
179,"1815 CARTER ST, Richmond, VA 23220","        $235,000      ", 2 Beds 1 Baths 677 Sq Ft ,https://www.remax.com//va/richmond/home-details/1815-carter-st-richmond-va-23220/10743563426929961478/M00000643/2301923
180,"3928 HICKORY RD, Richmond, VA 23235","        $390,000      "," 4 Beds 2 Baths 1,842 Sq Ft ",https://www.remax.com//va/richmond/home-details/3928-hickory-rd-richmond-va-23235/12659833061229000692/M00000643/2302147
181,"2710 BARTON AVE, Richmond, VA 23222","        $414,900      "," 3 Beds 3 Baths 2,197 Sq Ft ",https://www.remax.com//va/richmond/home-details/2710-barton-ave-richmond-va-23222/13501239156893698441/M00000643/2302162
182,"3015 MIDLOTHIAN TPKE, Richmond, VA 23224","        $399,999      "," 3 Beds 3 Baths 1,746 Sq Ft ",https://www.remax.com//va/richmond/home-details/3015-midlothian-tpke-richmond-va-23224/12461028528876626061/M00000643/2302518
183,"1123 E 16TH ST, Richmond, VA 23224","        $95,000      "," 3 Beds 1 Baths 1,141 Sq Ft ",https://www.remax.com//va/richmond/home-details/1123-e-16th-st-richmond-va-23224/1586204022570105623/M00000643/2302540
184,"1707 TYLER ST, Richmond, VA 23222","        $65,000      ",   0.09  Acres,https://www.remax.com//va/richmond/home-details/1707-tyler-st-richmond-va-23222/17365945892058785897/M00000643/2302592
185,"1310 OVERBROOK RD, Richmond, VA 23220","        $75,000      ",   0.09  Acres,https://www.remax.com//va/richmond/home-details/1310-overbrook-rd-richmond-va-23220/5177691480239952819/M00000643/2302612
186,"3009 LIBBY TER, RICHMOND, VA 23223","        $1,200,000      "," 4 Beds 3 Baths 3,178 Sq Ft ",https://www.remax.com//va/richmond/home-details/3009-libby-ter-richmond-va-23223/3756672337367313921/M00000309/VARC2000302
187,"1421 MECHANICSVILLE TPKE, RICHMOND, VA 23223","        $290,000      "," 3 Beds 3 Baths 1,756 Sq Ft ",https://www.remax.com//va/richmond/home-details/1421-mechanicsville-tpke-richmond-va-23223/10167870079844821439/M00000309/VARC2000300
188,"5 E MAIN ST # 14, Richmond, VA 23219","        $814,900      "," 3 Beds 4 Baths 2,350 Sq Ft ",https://www.remax.com//va/richmond/home-details/5-e-main-st-14-richmond-va-23219/13144798246449938244/M00000643/2302114
189,"9 E MAIN ST # 16, Richmond, VA 23219","        $810,900      "," 3 Beds 4 Baths 2,350 Sq Ft ",https://www.remax.com//va/richmond/home-details/9-e-main-st-16-richmond-va-23219/15901460150401979034/M00000643/2302117
190,"2811 SEIBEL RD, Henrico, VA 23223","        $240,000      "," 3 Beds 1 Baths 1,066 Sq Ft ",https://www.remax.com//va/richmond/home-details/2811-seibel-rd-richmond-va-23223/2105390468173769670/M00000643/2302232
191,"1300 OAKWOOD AVE, Richmond, VA 23223","        $359,000      "," 3 Beds 3 Baths 1,758 Sq Ft ",https://www.remax.com//va/richmond/home-details/1300-oakwood-ave-richmond-va-23223/18057807087987062720/M00000643/2302325
192,"4709 CALUMET RD, Richmond, VA 23226","        $725,000      "," 3 Beds 2 Baths 2,076 Sq Ft ",https://www.remax.com//va/richmond/home-details/4709-calumet-rd-richmond-va-23226/9802163707290161872/M00000643/2302348
193,"723 STURGIS DR, Richmond, VA 23236","        $200,000      "," 3 Beds 3 Baths 1,580 Sq Ft ",https://www.remax.com//va/north-chesterfield/home-details/723-sturgis-dr-north-chesterfield-va-23236/3493290740071699657/M00000643/2302379
194,"9307 CREEKS CROSSING BLVD # 9307, Richmond, VA 23235","        $484,400      "," 3 Beds 3 Baths 2,160 Sq Ft ",https://www.remax.com//va/richmond/home-details/9307-creeks-crossing-blvd-9307-richmond-va-23235/15832507854608760100/M00000643/2302409
195,"3804 MOSS SIDE AVE, Richmond, VA 23222","        $500,000      "," 3 Beds 3 Baths 2,273 Sq Ft ",https://www.remax.com//va/richmond/home-details/3804-moss-side-ave-richmond-va-23222/17235482545550718505/M00000643/2302427
196,"1552 N LOMBARDY ST # B, Richmond, VA 23220","        $563,490      "," 3 Beds 3 Baths 2,451 Sq Ft ",https://www.remax.com//va/richmond/home-details/1552-n-lombardy-st-b-richmond-va-23220/12169313319220253679/M00000643/2302458
197,"2104 KESWICK AVE, Richmond, VA 23224","        $189,950      ", 3 Beds 2 Baths 808 Sq Ft ,https://www.remax.com//va/richmond/home-details/2104-keswick-ave-richmond-va-23224/3015264087755099471/M00000643/2302488
198,"3510 1ST AVE, Richmond, VA 23222","        $384,000      "," 3 Beds 3 Baths 1,910 Sq Ft ",https://www.remax.com//va/richmond/home-details/3510-1st-ave-richmond-va-23222/8457857435731183116/M00000643/2302512
199,"2709 HOLLYBROOK RIDGE CT, Richmond, VA 23223","        $239,990      "," 3 Beds 2 Baths 1,280 Sq Ft ",https://www.remax.com//va/richmond/home-details/2709-hollybrook-ridge-ct-richmond-va-23223/2266304813467531283/M00000643/2302525
200,"708 S MEADOW ST, Richmond, VA 23220","        $247,300      ", 2 Beds 1 Baths 656 Sq Ft ,https://www.remax.com//va/richmond/home-details/708-s-meadow-st-richmond-va-23220/3253237133320257417/M00000643/2302544
201,"2106 KESWICK AVE, Richmond, VA 23224","        $189,950      ", 3 Beds 2 Baths 801 Sq Ft ,https://www.remax.com//va/richmond/home-details/2106-keswick-ave-richmond-va-23224/9756540862122445773/M00000643/2302581
202,"4118 SPRINGHILL AVE, Richmond, VA 23225","        $325,000      ", 2 Beds 1 Baths 816 Sq Ft ,https://www.remax.com//va/richmond/home-details/4118-springhill-ave-richmond-va-23225/11191998548253044680/M00000643/2302616
203,"4040 WAKEFIELD RD, Richmond, VA 23235","        $624,900      "," 4 Beds 3 Baths 2,976 Sq Ft ",https://www.remax.com//va/richmond/home-details/4040-wakefield-rd-richmond-va-23235/6475178063426684417/M00000643/2301763
204,"2602 SEMINARY AVE, Richmond, VA 23220","        $619,000      "," 4 Beds 4 Baths 2,418 Sq Ft ",https://www.remax.com//va/richmond/home-details/2602-seminary-ave-richmond-va-23220/14676249962334968231/M00000643/2302124
205,"5 N VINE ST # 3, Richmond, VA 23220","        $347,000      "," 2 Beds 2 Baths 1,056 Sq Ft ",https://www.remax.com//va/richmond/home-details/5-n-vine-st-3-richmond-va-23220/6699923529704686352/M00000643/2302131
206,"5239 STRATTON RD, Richmond, VA 23225","        $255,000      "," 3 Beds 1 Baths 1,085 Sq Ft ",https://www.remax.com//va/richmond/home-details/5239-stratton-rd-richmond-va-23225/5834377990821169492/M00000643/2302263
207,"3805 STUART AVE, Richmond, VA 23221","        $525,000      "," 3 Beds 3 Baths 1,831 Sq Ft ",https://www.remax.com//va/richmond/home-details/3805-stuart-ave-richmond-va-23221/2737009936299905049/M00000643/2302287
208,"2313 4TH AVE, Richmond, VA 23222","        $369,000      "," 5 Beds 3 Baths 2,400 Sq Ft ",https://www.remax.com//va/richmond/home-details/2313-4th-ave-richmond-va-23222/15116045685415330090/M00000643/2302331
209,"1908 HOBSON LN, Henrico, VA 23223","        $235,000      "," 3 Beds 2 Baths 1,156 Sq Ft ",https://www.remax.com//va/richmond/home-details/1908-hobson-ln-richmond-va-23223/11127031649845373229/M00000643/2302339
210,"33 HAMPTON COMMONS TER, Richmond, VA 23226","        $585,000      "," 3 Beds 2 Baths 1,730 Sq Ft ",https://www.remax.com//va/richmond/home-details/33-hampton-commons-ter-richmond-va-23226/3582142902643363005/M00000643/2302397
211,"1810.5 N 29TH STREET, Richmond, VA 23223","        $319,950      "," 3 Beds 3 Baths 1,680 Sq Ft ",https://www.remax.com//va/richmond/home-details/18105-n-29th-street-richmond-va-23223/13799684544935555931/M00000643/2302431
212,"5613 GERMAIN RD, Richmond, VA 23224","        $229,950      "," 3 Beds 1 Baths 1,112 Sq Ft ",https://www.remax.com//va/richmond/home-details/5613-germain-rd-richmond-va-23224/11552214106493010423/M00000643/2302478
213,"8729 OLD SPRING RD, Richmond, VA 23235","        $825,000      "," 4 Beds 4 Baths 3,648 Sq Ft ",https://www.remax.com//va/richmond/home-details/8729-old-spring-rd-richmond-va-23235/17163744313609820141/M00000643/2302137
214,"3117 VERANDA AVE, Richmond, VA 23222","        $290,000      "," 3 Beds 3 Baths 1,365 Sq Ft ",https://www.remax.com//va/richmond/home-details/3117-veranda-ave-richmond-va-23222/1768776971639302588/M00000643/2302159
215,"3720 CARY STREET RD, Richmond, VA 23221","        $689,000      "," 4 Beds 4 Baths 2,710 Sq Ft ",https://www.remax.com//va/richmond/home-details/3720-cary-street-rd-richmond-va-23221/15581382409547791436/M00000643/2302168
216,"1624 TENNYSON AVE, Richmond, VA 23225","        $165,000      ", 2 Beds 1 Baths 960 Sq Ft ,https://www.remax.com//va/richmond/home-details/1624-tennyson-ave-richmond-va-23225/13446208365431779055/M00000643/2302208
217,"4612 BROMLEY LN, Richmond, VA 23226","        $950,000      "," 4 Beds 3 Baths 3,038 Sq Ft ",https://www.remax.com//va/richmond/home-details/4612-bromley-ln-richmond-va-23226/9971149204273954782/M00000643/2302229
218,"3924 BRIDGETON RD, Richmond, VA 23234","        $168,000      "," 3 Beds 2 Baths 1,257 Sq Ft ",https://www.remax.com//va/richmond/home-details/3924-bridgeton-rd-richmond-va-23234/7582082876374957018/M00000643/2302275
219,"2114 WRIGHT AVE, Richmond, VA 23224","        $185,000      "," 4 Beds 2 Baths 1,039 Sq Ft ",https://www.remax.com//va/richmond/home-details/2114-wright-ave-richmond-va-23224/4174621138287041088/M00000643/2302286
220,"1417 AVONDALE AVE, Richmond, VA 23227","        $615,000      "," 3 Beds 2 Baths 1,911 Sq Ft ",https://www.remax.com//va/richmond/home-details/1417-avondale-ave-richmond-va-23227/3947570281398859045/M00000643/2302356
221,"1350 WESTWOOD AVE # U201, Richmond, VA 23227","        $500,000      "," 2 Beds 2 Baths 2,040 Sq Ft ",https://www.remax.com//va/richmond/home-details/1350-westwood-ave-u201-richmond-va-23227/6854809006296847357/M00000643/2302402
222,"3105 EDGEWOOD AVE, RICHMOND, VA 23222","        $450,000      "," 4 Beds 3 Baths 1,940 Sq Ft ",https://www.remax.com//va/richmond/home-details/3105-edgewood-ave-richmond-va-23222/1773284320699632778/M00000309/VARC2000294
223,"1005 FOREST VIEW DR, RICHMOND, VA 23225","        $324,878      "," 3 Beds 2 Baths 1,304 Sq Ft ",https://www.remax.com//va/richmond/home-details/1005-forest-view-dr-richmond-va-23225/2337116796664290656/M00000309/VARC2000298
224,"627 N 33RD ST, RICHMOND, VA 23223","        $299,950      "," 3 Beds 2 Baths 1,554 Sq Ft ",https://www.remax.com//va/richmond/home-details/627-n-33rd-st-richmond-va-23223/12771952612990507444/M00000309/VARC2000296
225,"112 W 34TH ST, Richmond, VA 23225","        $349,900      "," 4 Beds 2 Baths 1,582 Sq Ft ",https://www.remax.com//va/richmond/home-details/112-w-34th-st-richmond-va-23225/17060083391061249455/M00000643/2301802
226,"1219 N 32ND ST, Richmond, VA 23223","        $315,000      "," 2 Beds 2 Baths 1,407 Sq Ft ",https://www.remax.com//va/richmond/home-details/1219-n-32nd-st-richmond-va-23223/11588423847648951341/M00000643/2301980
227,"9 E LADIES MILE RD, Richmond, VA 23222","        $392,000      "," 3 Beds 4 Baths 2,255 Sq Ft ",https://www.remax.com//va/richmond/home-details/9-e-ladies-mile-rd-richmond-va-23222/18416366967958308626/M00000643/2302175
228,"1723 BETTY LN, Richmond, VA 23226","        $96,000      ", 2 Beds 1 Baths 760 Sq Ft ,https://www.remax.com//va/richmond/home-details/1723-betty-ln-richmond-va-23226/11442666189639135006/M00000643/2302178
229,"3518 E RICHMOND RD # U2, Richmond, VA 23223","        $125,000      ", 2 Beds 1 Baths 760 Sq Ft ,https://www.remax.com//va/richmond/home-details/3518-e-richmond-rd-u2-richmond-va-23223/16371171213714184261/M00000643/2302179
230,"308 N LOMBARDY ST, Richmond, VA 23220","        $694,000      "," 4 Beds 4 Baths 2,988 Sq Ft ",https://www.remax.com//va/richmond/home-details/308-n-lombardy-st-richmond-va-23220/7018978693299279903/M00000643/2302188
231,"3419 1/2 2ND AVE, Richmond, VA 23222","        $367,000      "," 3 Beds 3 Baths 1,700 Sq Ft ",https://www.remax.com//va/richmond/home-details/3419-12-2nd-ave-richmond-va-23222/12343271458421558938/M00000643/2302203
232,"3820 SEMINARY AVE, Richmond, VA 23227","        $899,000      "," 4 Beds 4 Baths 3,392 Sq Ft ",https://www.remax.com//va/richmond/home-details/3820-seminary-ave-richmond-va-23227/8174233755796523141/M00000643/2300602
233,"601 ARNOLD AVE, Richmond, VA 23222","        $359,950      "," 3 Beds 3 Baths 1,440 Sq Ft ",https://www.remax.com//va/richmond/home-details/601-arnold-ave-richmond-va-23222/16068790262030011370/M00000643/2302073
234,"3524 CAROLINA AVE, Richmond, VA 23222","        $345,650      "," 3 Beds 2 Baths 1,763 Sq Ft ",https://www.remax.com//va/richmond/home-details/3524-carolina-ave-richmond-va-23222/4600018715871001092/M00000858/2300196
235,"411 N MONROE ST, Richmond, VA 23220","        $249,950      "," 1 Beds 1 Baths 1,056 Sq Ft ",https://www.remax.com//va/richmond/home-details/411-n-monroe-st-richmond-va-23220/16603558424034081832/M00000643/2301316
236,"6905 W GRACE ST, Henrico, VA 23226","        $494,500      "," 4 Beds 3 Baths 2,120 Sq Ft ",https://www.remax.com//va/richmond/home-details/6905-w-grace-st-richmond-va-23226/4441482910918239057/M00000643/2301565
237,"3524 CAROLINA AVE, Richmond, VA 23222","        $345,650      "," 3 Beds 2 Baths 1,763 Sq Ft ",https://www.remax.com//va/richmond/home-details/3524-carolina-ave-richmond-va-23222/4600018715871001092/M00000643/2301700
238,"4609 HANOVER AVE, Richmond, VA 23226","        $550,000      "," 3 Beds 2 Baths 1,716 Sq Ft ",https://www.remax.com//va/richmond/home-details/4609-hanover-ave-richmond-va-23226/268886934463256987/M00000643/2301816
239,"3102 E BROAD ST, Richmond, VA 23223","        $335,000      "," 3 Beds 2 Baths 1,704 Sq Ft ",https://www.remax.com//va/richmond/home-details/3102-e-broad-st-richmond-va-23223/9608943614884226748/M00000643/2302077
240,"212 W 15TH ST, Richmond, VA 23224","        $395,000      "," 3 Beds 3 Baths 2,206 Sq Ft ",https://www.remax.com//va/richmond/home-details/212-w-15th-st-richmond-va-23224/12081253983972911862/M00000643/2302268
241,"2121 PHAUP ST, RICHMOND, VA 23223","        $392,000      "," 8 Beds 4 Baths 2,614 Sq Ft ",https://www.remax.com//va/richmond/home-details/2121-phaup-st-richmond-va-23223/13528562236866759039/M00000309/VARC2000292
